GeneSym,PhosphoLog2FC,n_phosphosites,n_sig_phospho,ProteinLog2FC,ProteinSig
FAM207A,0.47029022975149104,1,0,0.2751456480822547,False
INPP5F,0.4702347770502868,3,0,0.052678708801476404,False
CHD1L,0.4701631329371452,1,0,0.09230657415819721,False
DDRGK1,0.46954551329468447,3,0,0.03301363018684711,False
GNL1,0.46909329206929823,3,0,-0.2316213163368701,False
PPHLN1,0.46906404192992773,7,0,-0.17435807719840568,False
C1orf52,0.4685181683665647,1,0,0.014196513215487983,False
PSME1,0.46848849325447617,1,0,-0.1849773009138147,False
GRAMD4,0.4684638790838349,3,0,0.270938145167424,False
UTP18,0.46811852563294504,6,1,0.49870970779778645,False
BACH1,0.4672170805090552,2,0,-0.1136536378117512,False
NAV1,0.46673320020780085,19,1,-0.028572800431259537,False
LARP4B,0.4666960114976209,9,2,0.30269048003274435,False
OTUD7B,0.46654137985747557,4,1,-0.32169974394030376,False
ASH2L,0.46619489410937476,1,0,-0.04235854644481307,False
METTL16,0.46599678807543654,2,0,0.007656257227701246,False
CCT8,0.46559167506583243,2,0,-0.02163488900779953,False
SLC25A20,0.4655199437576556,1,0,-0.08076694643360938,False
EML3,0.46537436950817757,2,0,-0.02828487447663619,False
YY1,0.465051802514731,2,1,-0.12081924338731653,False
HGH1,0.46453686673254424,1,0,-0.11976244890102095,False
SKA3,0.4639029953861984,4,0,0.0628897717547261,False
SBNO1,0.46377981558545756,2,0,0.12011010196853888,False
SIPA1L3,0.4635623263551687,8,0,-0.1298134381872451,False
NASP,0.46352099723458406,5,0,0.27108453261810794,False
BRMS1L,0.4631600097186812,1,0,-0.2283978836716578,False
ALG3,0.4630462149765471,2,0,0.060285421201552225,False
TACC1,0.4629910605604127,11,0,0.20350832612233916,False
ARHGAP10,0.4628075579858262,1,0,-0.035882535256881454,False
RYBP,0.46279730071233416,7,0,-0.03741365825095855,False
EIF5B,0.4625315887827695,13,2,-0.07845935631321765,False
LRCH1,0.4625265164394765,2,0,0.5258477220415294,False
PMEL,0.4622895636356752,1,0,0.4553096409244759,False
PJA2,0.46214599375133975,3,1,-0.2468686145381973,False
STX4,0.4619761160363183,3,0,-0.0764493249580589,False
UBE2E1,0.4619549312842075,1,0,-0.0016322207154537693,False
GTSE1,0.46190214356493925,11,1,0.1909330653007224,False
UQCRC1,0.4615421335424372,1,0,0.0633308766012064,False
KIRREL,0.46147580201920757,4,0,0.2647972143369479,False
GTF2I,0.46137252697113595,9,0,0.06575647016656916,False
TRIP11,0.4613036489000635,4,0,-0.06068244117776089,False
RPRD2,0.4611406740641621,22,3,-0.044617283448658895,False
SPG11,0.4603995927323001,3,0,0.08530670025309561,False
DBNL,0.4600620119587404,5,0,0.0606300628706542,False
SH3PXD2B,0.46002743357257714,3,0,-0.09930036018203126,False
SLX4IP,0.4598568267348817,1,0,0.07455433402237688,False
USP32,0.4596846619141239,5,0,-0.14848141029482065,False
SP3,0.45967657452554533,1,0,0.0735924962604031,False
EDC4,0.45949182697037294,10,0,-0.00538942166467038,False
NOC3L,0.4594473383022333,1,0,0.14364207955970798,False
KMT2D,0.4592717819933928,14,0,0.011030556120694257,False
GID8,0.4591986409151261,1,0,-0.12222050998430234,False
ENAH,0.459195142694553,3,0,0.14265090777726996,False
NUMBL,0.45889331471532024,2,0,0.014352619772225239,False
NUP153,0.45883025071266537,17,0,-0.028333450011743366,False
ZC3H14,0.45872642521462376,10,0,0.1163145940079815,False
XPO1,0.45816390838883336,2,0,0.01099716310901755,False
DIS3L2,0.45800083624440724,2,0,-1.1494648362221653,False
GGA3,0.45799891722209907,2,0,0.30910304478645756,False
C2CD5,0.45791059722570515,15,1,0.053045005291995295,False
AKAP11,0.45747606432993376,15,0,0.13298653960062978,False
CCDC137,0.4574402761035863,1,0,0.6423537495241192,False
CUL4B,0.4571417325681419,3,0,-0.1085878354632186,False
MED1,0.4571215422979556,15,2,0.028735207208193003,False
DENR,0.45698315539677914,2,0,-0.22031845183255427,False
SURF6,0.4564938658064743,3,0,0.2987413886117345,False
RNF31,0.4564936177894694,1,0,0.034265462315666184,False
PLEC,0.45638447757464784,11,1,-0.46789312841042374,False
TMEM51,0.456064113401568,6,0,-0.1461478835821559,False
DDX59,0.4560564147771302,1,0,0.11914399471592318,False
CHERP,0.45595790520669655,5,0,0.4169429558334983,False
WFS1,0.45585665829326416,1,0,-0.15850726367038703,False
CSNK1D,0.4558378282891704,4,0,-0.21624042210324035,False
PSME2,0.4557712769031319,1,0,-0.15855784555116514,False
NIN,0.4557375933282472,5,0,0.6385962401620837,False
RILPL1,0.4556417380858129,1,0,-0.139458426401049,False
FASN,0.4554912626011329,6,0,0.12453395288506641,False
LMNB1,0.4550552895221293,12,0,0.06513612767875188,False
POLDIP3,0.45500329023552855,4,0,0.15685462550282026,False
IGF2R,0.45479810965203765,3,0,-0.01673313106436325,False
GTF3C1,0.45443618596090146,12,1,0.16277768001140203,False
PHB,0.4544220736410036,2,0,0.23321003138432062,False
STRIP1,0.45406593521498984,2,0,0.09339374044481019,False
NEDD4L,0.45401721341561707,12,1,0.19238864305078707,False
GATAD2A,0.453988811545271,11,0,0.2232115088470472,False
SRBD1,0.4538278437827685,1,0,0.06745211039041976,False
USP7,0.4537859767477386,2,0,-0.045052106602220476,False
C9orf78,0.4535963890631282,3,0,0.2536314693688304,False
SH3BP4,0.4534055421784683,7,0,0.14399815624253165,False
MKNK1,0.45302413915443474,2,0,0.0324215277094666,False
EXOC2,0.45207153844174286,1,0,-0.15874770468990107,False
MICALL2,0.4518490797289186,10,0,-0.19451730665342382,False
SF3B2,0.4510408414605154,8,1,0.09417429971559699,False
USP8,0.4508539053613383,3,0,-0.3625033175536032,False
MLF2,0.4507681275077484,2,0,0.2690116482414808,False
KMT2B,0.45070221322185766,10,0,-0.013277057526451586,False
OSBPL3,0.450680500940183,5,0,0.028981402640205545,False
CIAPIN1,0.45016343255533187,1,0,0.16297292340163594,False
PPP4R2,0.44935465609345204,4,0,-0.042600445660891495,False
FGFR1OP,0.44935249674684385,2,0,0.23840903311107908,False
NFAT5,0.44931774878239494,4,0,0.07512192697815578,False
MTFR1,0.4492431265926946,2,0,0.08386954473041897,False
ZBTB10,0.4481367439745991,2,0,0.11355339750081583,False
PARD3,0.44811142460408854,10,1,0.06441421697043026,False
SMARCD2,0.4475894112123224,3,0,0.05555805037687023,False
RNF219,0.44724267780334515,2,0,0.0324215277094666,False
CAMK2G,0.4470955793512452,3,0,-0.16187393998277955,False
BAP1,0.44685434757383957,8,1,0.040557031343858796,False
OXR1,0.44683362398757254,4,0,-0.04367645600100545,False
RNF11,0.44669740072094655,1,0,0.0537773659914329,False
PPP1R37,0.4466842369790693,3,0,-0.01704486803045313,False
LPIN1,0.4465423259267496,2,0,-0.0018912299734736848,False
APMAP,0.4457204027960877,1,0,-0.09615746523246926,False
RAPGEF6,0.44512429673459974,5,0,-0.08752707476526922,False
DIAPH1,0.44488732528770214,1,0,-0.027796270068982665,False
BRWD1,0.44482527790341436,14,1,0.13465898873712234,False
TOMM70A,0.44455710517367447,3,1,0.1552400854779883,False
DDX52,0.44448692204268525,1,0,0.1815236848012276,False
DGCR8,0.44442809142306516,9,0,0.1029136143505518,False
LRRC59,0.4443587878234396,1,0,0.04059996319845993,False
CHTOP,0.4442679379590224,1,0,-0.15594962764608056,False
SNX27,0.44416135790994815,1,0,0.03380504062723233,False
PDXDC1,0.44408278471404367,10,0,0.09501736895261814,False
WRNIP1,0.44387092152482666,4,0,-0.24015994647668037,False
ELL,0.44370837389318396,2,0,0.1758995777729524,False
EMD,0.4436032745981772,9,0,0.07349085941632438,False
SNAPC4,0.4434361346533464,3,0,0.009009815907333518,False
MYO1C,0.44319199338933757,2,0,-0.20339763658180487,False
RBM6,0.4421164878870634,5,0,0.5050954388184721,False
NBEAL2,0.4416691894243326,3,0,0.6982297364467236,False
STAG2,0.44160219591464056,1,0,0.28225839959937105,False
SYAP1,0.4413320861163186,1,0,-0.13461108729246973,False
LNP,0.44114531250333194,7,0,-0.006212356955462184,False
MYH14,0.44078103692154613,1,0,-0.04916870221669356,False
ANO6,0.4407434998297788,2,0,-0.06109411000837639,False
LMO7,0.4405708530476462,18,0,0.31821818111292544,False
SNX8,0.4405379928493076,2,0,-0.04581981593635831,False
TRIM47,0.44049184002910735,1,0,-0.17950257142296167,False
ZNF503,0.43999372239568135,4,0,-0.10249720288254949,False
SMG8,0.4398841490748744,3,0,-0.12063876152239317,False
BUD13,0.4398787119680751,20,0,0.008604987814209153,False
NSUN4,0.43985228449900404,1,0,-0.12291275496419729,False
PCNT,0.43967428418164045,5,0,-0.0004058669268438564,False
CROCC,0.4394338830486707,7,0,0.3968951077249976,False
TRIP10,0.4387266937538222,5,0,0.08683942599914474,False
LARP1,0.4382062085123604,23,1,-0.042870477516537164,False
TOX4,0.4379437637021354,5,0,0.11986406294504448,False
RIOK1,0.43763156367739775,2,0,0.22040588548734874,False
MINK1,0.43743315891399126,8,0,-0.016384315858971377,False
AFTPH,0.43738905591389826,3,0,0.028993466270563317,False
NUP50,0.43724583114459037,4,0,0.07836482848922799,False
TBC1D10A,0.4372261479947208,8,0,-0.21143746984822442,False
SPEN,0.43706300015465477,35,1,-0.026245519327218858,False
ABTB2,0.43628415206026716,1,0,0.048163993364426005,False
DUSP9,0.43609467203945584,1,0,0.057313474690129596,False
ANK2,0.4359757474446892,15,2,-0.29237602275717123,False
DPF2,0.43583790561521507,4,0,0.06636512407433415,False
CSDE1,0.4358262630154191,3,0,0.0027940307700298206,False
TPX2,0.4355516623860701,5,0,1.0239488777294703,False
RELB,0.4355360214813402,1,0,0.006385549058670392,False
ITPR3,0.4352489761061958,3,0,-0.25284822662073125,False
PTK2,0.4348613085379306,5,0,-0.20690819603383304,False
CASP7,0.4345704967315669,1,0,0.06970155969855796,False
UBA1,0.4344488273454665,4,0,-0.18428610588700778,False
CDK2AP1,0.4342781701854932,1,0,0.028154548553185776,False
CIRBP,0.43409299694982195,1,0,0.6870776049316056,False
GATAD2B,0.43402823854702266,8,0,0.10197730081089418,False
FAM120A,0.4339978214431355,1,0,-0.0034576977781632934,False
MRE11A,0.4338541646227583,3,0,0.09723397434920145,False
C17orf75,0.43338296125302617,3,0,0.14818423782445933,False
HMGN1,0.4331445805750896,5,0,0.05040236139393883,False
VPS54,0.43312684531419166,1,0,0.09071891387743136,False
ZNF217,0.43304411535558834,7,2,-0.31196166248476587,False
MEAF6,0.43302415575623066,2,0,-0.00776326851336151,False
ANAPC1,0.43292682370219904,4,0,0.13745858764005447,False
PSRC1,0.4327348700399263,1,0,0.019042401692594524,False
THRAP3,0.43266145493639135,31,1,0.13775850506848997,False
TERF2IP,0.4326336421283277,3,0,-0.14228698148785313,False
CTPS1,0.432200087394647,4,0,0.05678694600334211,False
PDE3B,0.4321780853500184,6,1,0.6250272552372067,False
LSR,0.4319524757450572,12,0,0.6568164468784445,False
DNAJC5,0.4313904804703874,5,0,-0.13166722995710245,False
NRBP1,0.4311544093173012,2,0,-0.07038230669627765,False
HSF1,0.4310257143653307,6,0,0.12674925141660864,False
KDM3A,0.4309758138455635,1,0,0.00047088540754458563,False
SNX16,0.4309688510469645,6,1,0.10637040286609434,False
EXOSC7,0.4309043954380165,1,0,0.12215983393304697,False
PRCC,0.4308484812730683,5,0,0.19103651529594146,False
FIGNL1,0.43060395881057545,1,0,0.034565471385686664,False
RPS3,0.43060066947434983,2,0,-0.01028288852663195,False
GTF3C3,0.43052957084783827,1,0,0.19881406041178806,False
PDCL3,0.43036770990232043,2,0,0.08733312733984988,False
DDX17,0.43034901224698885,2,0,0.0024595821994921607,False
CACTIN,0.43030851410363624,1,0,0.038016756863267887,False
CHCHD3,0.43029428341991266,3,0,0.1948446955343357,False
RB1CC1,0.43015159303966133,8,1,0.002849673135649766,False
NXF1,0.429814768749722,1,0,-0.08554493456033185,False
RREB1,0.4295393587908425,10,0,0.17633219986414872,False
C7orf50,0.4295379747709376,2,0,0.040103873608316576,False
SEPT9,0.4294245783210592,10,0,0.011343252526568648,False
NUP88,0.42941691560936945,8,0,0.11985139686490953,False
NUP62,0.42931511368653474,1,0,0.050710489651510926,False
PALLD,0.42926440524940634,4,0,-0.034172210470494235,False
CPSF3,0.42923658084222716,2,0,0.18182586734369366,False
SCYL1,0.429011032219627,1,0,-0.253849918616055,False
CASKIN2,0.4286954001557728,4,0,-0.035229461054626654,False
GPALPP1,0.428461499899966,3,0,-0.021288968365542615,False
RAVER1,0.42833738055761117,3,0,0.023903395878853928,False
WIZ,0.4283240346817472,11,0,-0.0248123756841494,False
KMT2C,0.4281648907153348,16,0,0.014312096322356638,False
TEX264,0.4280744221379269,2,0,0.17673845419428602,False
PLEKHA5,0.4277066578781833,13,1,0.20588684095852372,False
EPS15L1,0.42766227955014813,7,0,0.13757769384893237,False
ZBTB1,0.4269521635117446,2,0,0.26597144188966126,False
NAA10,0.4269283372906223,3,0,0.1613334289783559,False
EPN2,0.42640274036258674,1,0,-0.1625772195078099,False
SCARF2,0.42616033551326427,10,0,-0.012643163868450102,False
SRPR,0.4259946814818581,3,0,0.001225204699849769,False
NSL1,0.42598630843385976,1,0,-0.06956345988744772,False
XAB2,0.42566286763349837,2,0,0.20280176498341973,False
ATRX,0.4255840092058514,19,0,0.303389771836553,False
CGN,0.4255708686437698,4,0,0.7610153710700267,False
PDLIM7,0.42446986952747423,2,0,-0.6009596185927712,False
ZHX1,0.42437810819735233,4,0,0.4277216542855058,False
NCL,0.42408606957770306,13,0,0.18208120445295606,False
VAPB,0.423680863475622,6,0,-0.039460879650178526,False
RBM14,0.42330676771112935,5,1,-0.09277039040346224,False
EP300,0.4227504880774428,9,1,-0.03911441349243816,False
SAFB2,0.4225975375174873,16,0,-0.011414951888816915,False
SLC12A7,0.422581281569677,2,0,0.4208532876824371,False
PHF23,0.42250479029343896,3,0,0.1501402827283158,False
GRK6,0.42239056201145075,1,0,0.044093871916828675,False
SLCO4A1,0.4220020275823906,3,0,-0.2358887650007162,False
KIF11,0.4218666054314433,2,0,0.30815603318488627,False
UBE4B,0.42174192762234014,11,1,-0.14222295699596899,False
SMARCA2,0.42174019992989936,6,0,0.08054054821260337,False
DIEXF,0.42160435265338947,1,0,-0.30622793941823545,False
HMGA2,0.42093828906295716,4,0,-0.31852551886487745,False
ACAP2,0.42069229299437794,3,0,0.03162238904439718,False
THOC2,0.42051508153348394,6,0,0.10900862247007126,False
RSF1,0.4204785013707142,22,1,0.15111163204156597,False
EEF1D,0.4203950591268084,8,0,0.018456745954136267,False
RAD18,0.42007561846723646,5,0,0.6279894252886038,False
FNBP4,0.41910610849246455,8,1,0.05602570972279253,False
CCPG1,0.4189750369230367,3,0,-0.10681892392165793,False
HIRIP3,0.41884891784456696,24,1,0.16746188058393585,False
POLE,0.4186193061185577,1,0,0.06186092239168417,False
TOP2B,0.4185343864901004,17,0,-0.028954992640436217,False
TBC1D22A,0.4174611472806262,4,0,-0.2080245173923032,False
COG7,0.4174059882761849,2,0,-0.04761142356931103,False
RNPS1,0.41731387725739566,1,0,0.09194870389810106,False
FBXO42,0.4170573481493314,3,0,-0.002996289345311709,False
CD2AP,0.4169986861509202,5,0,0.2371279500433907,False
TPI1,0.4165497762692336,2,0,-0.17320729714541017,False
ATP6V0A2,0.4164368948294417,1,0,0.3380141114555286,False
ARID4B,0.4163914299154903,8,1,0.10301935007282736,False
JMJD1C,0.4157240453741741,11,0,-0.1649079216772975,False
GYPC,0.4157125674563507,3,0,0.22866433106721118,False
EME1,0.41559210228785953,6,0,-0.09001316015427108,False
WDR11,0.4154140546247393,3,0,-0.05259107708556954,False
BAZ1A,0.4153265517349171,7,1,0.5106206034018683,False
SRRM2,0.4152921602476375,259,10,-0.0012072630018558073,False
NUP98,0.41492610634079863,13,0,0.012567480919376095,False
TBC1D16,0.4148976539854587,5,0,0.20750444932919976,False
C12orf43,0.41434774102653193,4,0,0.08537466846084385,False
EIF2AK4,0.4142051701177074,1,0,0.1572272972372737,False
BRD1,0.4139337526265624,11,1,-0.21293687209029244,False
UTP6,0.41389982905634426,1,0,0.11491718404877105,False
ZC2HC1A,0.4138327178933885,2,0,-0.007675149279695148,False
PUS3,0.4136482355507489,1,0,0.008293325379703731,False
RPS8,0.41361781204965276,2,0,-0.05476164652150217,False
MPRIP,0.4133198386438419,10,0,-0.1246938346187747,False
ZNF830,0.413183358300131,1,0,0.018630160183626288,False
COL4A3BP,0.41309752943644007,8,0,0.2708528079064898,False
SRCAP,0.4128337940939141,14,0,0.4007325407170299,False
TAF6,0.4125997690834358,7,0,-0.022369346058635386,False
APEH,0.41247134865398394,2,0,0.004816679356490994,False
H2AFY,0.41224231856995647,3,0,0.11002643605889517,False
NUDT5,0.4122220108124175,1,0,-0.09532861661843128,False
NCOR1,0.4118046224226499,24,1,0.05693356717392817,False
RBM23,0.41179455151816075,3,0,0.0246607109843886,False
PPP2R5D,0.4117189664154388,1,0,-0.3100636888785644,False
ATP2A2,0.411598317460264,1,0,0.04675055810396955,False
HIRA,0.41122394065104767,6,1,0.20634984902151032,False
NOM1,0.41117047409685314,8,0,0.24865105849935887,False
SPPL2A,0.4109866553813326,1,0,0.03478472439865499,False
ZNF768,0.41083854572099754,9,0,-0.01629168884429788,False
TRAFD1,0.4107855866307908,4,0,0.0548167939021198,False
TRAK2,0.41066951932387497,5,0,-0.20972665999262574,False
SMCHD1,0.41049935147952255,1,0,0.13512814897129033,False
NF1,0.410388217975103,11,1,-0.1661411021254473,False
UBN1,0.410257209917867,3,0,-0.12415897692888223,False
CHD7,0.4101702393927124,12,1,0.7844272644792625,False
CTDSPL2,0.4099370116003245,4,0,0.10138667577619742,False
PMM1,0.4097426919146656,1,0,-0.1008319693351254,False
GIGYF2,0.4097173841719612,9,1,-0.10769268516006036,False
SRGAP2,0.40919137113629633,5,0,-0.032318042792521595,False
ZNF609,0.40901489664877533,22,1,-0.34941361822261285,False
BMI1,0.4089625661105458,1,0,0.1498268010751822,False
RRBP1,0.40889868828085757,6,0,-0.32632718206977174,False
MICAL3,0.40888714701188467,11,2,0.1224157241065349,False
ZC3H11A,0.40883220207430504,9,0,0.14519175315903254,False
LRRC41,0.4086677996081045,4,0,0.08997138521649717,False
LPXN,0.4085392538898229,3,0,0.07249303737268775,False
ARL6IP6,0.40828424478801395,3,0,0.08855213582042865,False
KPNA3,0.4081234491965038,2,0,0.0337973853303879,False
TRAP1,0.40811993841416694,1,0,0.2355505994363618,False
OSTF1,0.40810627898012264,2,0,-0.36715422598776115,False
SORT1,0.40799140997705763,2,0,0.6704341632714907,False
INPP4A,0.4077176237039488,1,0,0.028648983786197846,False
ECE1,0.4076032140128234,1,0,-0.6559269021526681,False
LEMD3,0.40738622599166224,6,0,-0.04135399690386876,False
KLHDC4,0.4072259873481432,2,1,0.05783796715973821,False
GYG2,0.4072221575967987,1,0,0.028898568909010436,False
CLASRP,0.4067785927839891,8,0,0.021015836956784995,False
CAD,0.4067562276509757,3,0,-0.04615624378140737,False
MXRA7,0.4066766909470374,3,0,-0.5244107372731648,False
YTHDF2,0.40659725839648075,2,0,0.3176659426868831,False
NSD1,0.4062873914975829,3,0,0.19178933324127811,False
MED24,0.4061339843705518,2,0,-0.07222348534513756,False
FHOD1,0.40598900235343083,5,0,-0.2160443077477332,False
ASPH,0.4057786417454601,2,0,-0.12419260736065851,False
DFFA,0.4055685184463833,1,0,0.3312688256419385,False
HDGFRP2,0.4055210466785939,17,1,-0.023687125572671164,False
DTX3L,0.40472838097454655,4,0,-0.40648821827636894,False
ESF1,0.4042065167603255,13,0,0.10089033728986507,False
FMN1,0.4039232665408307,12,0,0.5140500128506496,False
TBCC,0.4038915544640673,1,0,-0.07282913223666299,False
RPS21,0.4037659020612665,1,0,0.058405974596968946,False
PRKACA,0.40374021428990403,2,0,-0.339976248830979,False
PPP2R3A,0.40360615403400857,3,0,0.0324215277094666,False
APIP,0.4032123089851929,2,0,-0.19988649013618343,False
INTS6,0.4031397925245379,1,0,-0.09418375923014821,False
MARK2,0.4029889613241023,7,1,-0.0045089613693072295,False
DDX50,0.40282312166826983,3,0,-0.0015975920606479121,False
FTO,0.4028220309003032,1,0,-0.016611372509366618,False
MCOLN1,0.40273971307928375,3,0,-0.25047964578225645,False
RPS6KA1,0.4022620769933871,4,0,-0.14372252609754455,False
ATP5J2,0.4022498781129258,1,0,0.017637548393750535,False
SNRNP70,0.4021819393305215,3,0,0.21489610054229047,False
COPE,0.40218023201461683,2,0,-0.131755941295431,False
ZNF638,0.4021418261263479,11,1,0.16071883914713325,False
EML4,0.4020716520665302,7,0,-0.09360878823722985,False
DUS3L,0.4018653902723308,1,0,-0.05486992289019099,False
UCKL1,0.4018394603636235,4,1,0.007896228739340927,False
PHAX,0.4011592763801944,6,0,0.01598540613448307,False
CEP250,0.4011395009729011,2,0,0.0076545672848453705,False
NUP85,0.401065341552691,1,0,-0.011622220287680562,False
PPP2R5A,0.4009417738898371,2,0,0.08035811399214765,False
RC3H1,0.40067164267556166,1,0,0.050516341618646265,False
ATP13A2,0.4005342691053464,1,0,0.0005453854791852564,False
BCAS3,0.4003392853474196,5,0,0.08246355207580436,False
LGALS3BP,0.4001307639731806,1,0,-0.023227607541787876,False
OFD1,0.40005634616136165,5,0,0.19147002480281827,False
RFX1,0.4000230564753551,3,0,0.08916482586566232,False
IKBKG,0.3998976983310296,2,0,-0.0014481063184028642,False
TMEM164,0.398802739132293,1,0,-0.03904659712521408,False
DOPEY2,0.3987767776069351,2,0,-0.10353795857443515,False
TP53BP2,0.39811900439861203,8,0,-0.11065426146706159,False
OIP5,0.3976844178814929,1,0,0.21792631584411026,False
CLK1,0.3971838700598189,4,0,0.08030644280489696,False
KANSL1,0.3970886505442337,7,0,0.047057965715833205,False
TMEM192,0.39690090951064505,3,0,-0.03694919331075042,False
CAAP1,0.39661240425432354,2,0,-0.01832606387680613,False
ZNF280D,0.3965855233778175,2,0,0.0642752883563702,False
HCFC1,0.3964146409875715,8,1,-0.021032317732665007,False
UMPS,0.3960334157397405,1,0,0.06277544713390171,False
DICER1,0.3956779912738799,2,0,0.05625560723895262,False
WDR77,0.39557117261742647,1,0,-0.26337440365668385,False
SPTBN1,0.39552510966533144,12,1,-0.11290960773753511,False
UBR4,0.3949908997992715,11,0,-0.09347554277446335,False
TPPP,0.39464522762695725,3,0,0.04746437907450485,False
CASC5,0.3945711278261553,3,0,0.19192160318768003,False
KIF2C,0.39452175662996325,2,0,0.7017671843137769,False
CLNS1A,0.3944125364247739,1,0,0.15120056714897245,False
SENP3,0.3943314126164189,5,1,0.2793521133786676,False
KDM1A,0.3941981621162925,6,0,-0.03960541743438739,False
CBX3,0.3941851088007965,5,0,0.21532242905908205,False
ZCCHC11,0.39414122131934093,1,0,0.08111672588503538,False
DCAF6,0.3941390395627039,5,0,0.06776228150795305,False
MASTL,0.3938274615068214,3,0,0.18405149107285368,False
TGFBR1,0.3933860972038161,1,0,-0.6860000276724207,False
TCF3,0.39333835077629686,1,0,-0.02316539062697487,False
XPC,0.3933242433997801,6,0,0.007854854079905493,False
ATXN2L,0.3931991041130465,16,0,-0.0643828841836509,False
RAB23,0.3931886820899185,3,0,-0.1716255291037143,False
DNAJC19,0.39315777721300904,1,0,0.4524793621618599,False
FUBP3,0.39280183705587035,1,0,-0.046504886982209115,False
CTSB,0.3927939407564587,1,0,-0.434782121910942,False
PPP6R1,0.3927243253999085,3,0,-0.09674534588581452,False
MSL1,0.39248810065708994,6,0,0.1904961145720847,False
PPIL1,0.3924222205521488,1,0,-0.03081970125834843,False
RIPK2,0.39200435438117864,1,0,-0.6294928482410889,False
KIF4A,0.39177955676636744,5,0,0.4566032348276927,False
TULP3,0.39160789555887376,1,0,0.04701435076299276,False
PSPC1,0.39160376988720813,1,0,0.1264535316134605,False
BAIAP2,0.3906545313832751,5,0,0.12635307417233577,False
HJURP,0.3906133226611225,5,0,0.003084830774156444,False
TOR1AIP2,0.3906014631612666,3,0,-0.2837300645416505,False
SON,0.39037026218348553,23,1,0.028008635536835413,False
CBX8,0.3902993699490249,6,0,-0.11446364816072929,False
PXN,0.3902010000684543,7,0,-0.37762001829593217,False
DOCK5,0.3901245899210952,2,0,-0.6159387011861917,False
LEF1,0.38972172178851494,1,0,0.10819822414352842,False
TCOF1,0.3896968619383493,27,0,0.21171333457462183,False
SRSF1,0.38948392281217536,7,0,0.09729040433803249,False
ZC3HAV1L,0.38928955216020356,1,0,-1.3365377697027725e-05,False
TBCEL,0.3891634282833927,1,0,0.03726435064272238,False
DOCK1,0.38883165830332445,1,0,0.010467253611253113,False
BCL9,0.3887079928716442,9,0,0.07817460601169657,False
KIAA1551,0.3884571351450896,4,0,0.04677612687687471,False
BIRC6,0.3882619923361261,1,0,-0.0404058540856056,False
UGP2,0.388115568952486,1,0,-0.16332511105952463,False
KIDINS220,0.38784340453619326,13,1,-0.1695160260157813,False
MPP5,0.3877663942032399,2,0,0.3457131227160417,False
SLC30A1,0.3874677752597151,1,0,0.2011770327236846,False
PAXBP1,0.387156876872352,5,0,0.05651522255896424,False
RCOR1,0.3871249968123098,3,0,-0.23402097682958,False
MCM2,0.38708518210350296,15,1,0.2312135205627328,False
HNRNPH1,0.38704709071677534,2,0,0.050879665737046054,False
SAR1A,0.38698035045696955,1,0,-0.6966083954221354,False
EIF3B,0.38690796335805305,9,0,-0.10433746597217564,False
ERBB2IP,0.3867718347840533,11,0,0.1891275435577704,False
SFSWAP,0.386735682485645,7,0,-0.06631763649264855,False
PDAP1,0.38644381725535126,4,0,-0.29976559441579553,False
HPS5,0.38641431975338064,5,0,-0.23796774814570654,False
HMGA1,0.3862899902622061,9,0,-0.41888287608875885,False
STIM2,0.3859355071900694,4,0,0.07032089926419971,False
CDC37,0.3858908530108944,3,0,0.04838645275528819,False
MARCKS,0.38556308765972247,16,1,-0.26800689360525,False
IGHMBP2,0.38530355016561657,1,0,0.0324215277094666,False
BICD2,0.38526034317535424,6,0,0.09459727092276182,False
GTPBP4,0.38502228532268035,3,0,0.09570496259346228,False
NUF2,0.3849824790581202,1,0,0.20773580488846832,False
ATAD3B,0.38491138117570856,1,0,0.23425016766849183,False
LSM14A,0.38487417951173936,6,0,-0.2787548210556281,False
KATNB1,0.3847567521759565,2,0,0.03519356022503217,False
GPR56,0.3844417372545384,3,0,0.6178226385422079,False
INPPL1,0.38439504506454103,4,0,-0.21439852788011038,False
SUMO1,0.3841363110661806,2,0,-0.250288299151876,False
SKIV2L,0.3840504064317045,2,0,-0.0845697395185887,False
SMTN,0.38398579678262923,8,0,0.24199511551724484,False
TRIM25,0.3838936983705364,3,0,-0.09553652608248697,False
DCTN2,0.3835982777494813,1,0,-0.06713547468938685,False
PAPOLG,0.383547239543895,4,0,0.0324215277094666,False
TNRC6A,0.383511940607292,1,0,0.0327769567416496,False
SMARCAD1,0.3834675789761497,8,0,0.2882892096093599,False
MAP4K3,0.38339113684030224,1,0,0.10633881266893752,False
HEATR1,0.3833625906554303,1,0,0.20641244638935063,False
NUP133,0.38301308499430053,4,0,0.17651452792369327,False
RAB11A,0.38276097219642935,2,0,-0.07843634076484207,False
PDCD6IP,0.3823647502526022,1,0,-0.04961937468845434,False
PBXIP1,0.3820714177926021,1,0,-0.4150676545913292,False
RPAIN,0.3814983929427207,1,0,0.06655064815069522,False
N4BP1,0.3813996631253316,4,0,0.08608817525774626,False
ERF,0.38111328992048704,7,0,-0.10117579481711303,False
DNMBP,0.3808901544743932,1,0,-0.20263175295515268,False
SAMHD1,0.38079813337394164,2,0,-0.4526403898351816,False
MGA,0.38075043641699063,11,0,0.2636655799926473,False
RHBDF1,0.38037323105625376,5,0,-0.2138461374027507,False
TMEM131,0.380372888144534,3,0,-0.024433182756915528,False
