Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Variable modifications first search	Use variable modifications first search	Multiplicity	Max. missed cleavages	Max. labeled AAs	Labels0	Labels1	Labels2	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Multiplets	Multiplets z=1	Multiplets z=2	Multiplets z=3	Multiplets z=4	Multiplets z=5	Multiplets z=6	Multiplets z=7	Multiplets Sequenced	Multiplets Sequenced [%]	Multiplets Repeatedly Sequenced	Multiplets Repeatedly Sequenced [%]	Multiplets Identified	Multiplets Identified [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20140214_CCS_EV_A375_MEKi_30min_v4_S03_4_5_6	MEK4	9	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12392	92226	134867	21866	27719	85282	15201	11522	3024	655	11.27	52.69	10.91	0.77	3791	1748526	76105	4.35	3537	4.65	126437	41689	38561	32.97	37.49	6369	15.28	8881	142	2982	4726	904	92	26	9	7654	86.18	6289	82.17	3967	51.83	+	0.54074	0.69943	0.37463	0.51416	
20140214_CCS_EV_A375_MEKi_30min_v4_S07_8	MEK4	10	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12765	91472	138251	16054	28639	93558	10507	7733	2339	435	7.6	48.17	8.17	0.46	2535	1786891	73554	4.12	3342	4.54	113322	36754	34331	32.43	37.35	6334	17.23	6328	62	1186	3424	1447	186	19	4	5552	87.74	4607	82.98	2613	47.06	+	0.53129	0.67412	0.35967	0.47936	
20140214_CCS_EV_A375_MEKi_30min_v4_S09_10_11	MEK4	11	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12694	92456	147619	7943	29350	110326	4371	3028	1172	171	2.96	38.12	3.99	0.15	1201	2062450	71851	3.48	2243	3.12	106816	31479	29459	29.47	35.04	4857	15.43	3568	29	542	1442	1132	313	88	22	3043	85.29	2407	79.1	1112	36.54	+	0.63508	0.78554	0.3999	0.52894	
20140214_CCS_EV_A375_MEKi_30min_v4_S013_14	MEK4	12	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12770	90690	131976	25475	23929	82572	14600	12051	2131	418	11.06	47.31	8.91	0.51	4043	1536206	72453	4.72	3083	4.26	123827	42123	39787	34.02	38.92	6069	14.41	10221	60	3301	5683	1095	73	8	1	8844	86.53	7401	83.68	4272	48.3	+	0.60675	0.75393	0.40746	0.53097	
20140214_CCS_EV_A375_MEKi_30min_v4_S015	MEK4	13	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12694	90239	132457	21737	26284	84436	8734	7464	996	274	6.59	34.34	3.79	0.32	2471	1473215	75143	5.1	4341	5.78	110052	40200	34788	36.53	43.55	6101	15.18	8640	236	5337	2706	306	43	9	3	7648	88.52	6386	83.5	2838	37.11	+	0.55429	0.68117	0.40645	0.52069	
20140214_KMJ_CCS_ERKi_V3_30min_P01	ERK3	1	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		13897	107281	124588	52472	37500	34616	59594	39617	17476	2501	47.83	75.5	46.6	7.22	26273	2342212	102688	4.38	1495	1.46	308017	85654	83561	27.81	30.29	3854	4.5	33638	1762	13225	13825	3961	785	67	13	24003	71.36	17543	73.09	18074	75.3	+	0.46107	0.64131	0.31026	0.46674	
20140214_KMJ_CCS_ERKi_V3_30min_P02	ERK3	2	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		19792	81233	101803	29432	31197	41174	10543	7861	2530	152	10.36	26.71	8.11	0.37	4300	1957173	74323	3.8	1920	2.58	176485	55680	51585	31.55	37.79	4056	7.28	16943	2142	8244	5843	680	33	0	1	13141	77.56	9874	75.14	3810	28.99	+	0.79311	0.98892	0.64205	0.83638	
20140214_KMJ_CCS_ERKi_V3_30min_P03	ERK3	3	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		25041	61202	85853	19003	17532	49318	1567	1388	169	10	1.83	7.3	0.96	0.02	870	1732618	51399	2.97	1504	2.93	91232	31382	29722	34.4	46.9	3943	12.56	7686	218	3293	3690	470	15	0	0	6980	90.81	6116	87.62	915	13.11	+	0.63713	0.76489	0.49951	0.61803	
20140214_KMJ_CCS_ERKi_V3_30min_P04	ERK3	4	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		16088	98696	116407	49618	31361	35428	45892	31537	12332	2023	39.42	63.56	39.32	5.71	21108	1780228	91916	5.16	2201	2.39	224288	75386	73763	33.61	38.48	4555	6.04	29190	3123	19325	6158	543	34	4	3	21787	74.64	16633	76.34	14158	64.98	+	0.49621	0.68368	0.32817	0.472	
20140214_KMJ_CCS_ERKi_V3_30min_P05	ERK3	5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		15238	100848	122730	46252	32710	43768	41218	28967	10964	1287	33.58	62.63	33.52	2.94	17073	2031771	92906	4.57	2157	2.32	234765	72600	70432	30.92	34.57	5421	7.47	25942	1697	8225	14403	1505	105	6	1	19617	75.62	14915	76.03	12410	63.26	+	0.46228	0.62886	0.29818	0.42951	
20140214_KMJ_CCS_ERKi_V3_30min_P06	ERK3	6	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		16670	95577	124164	35041	31945	57178	27023	20663	5811	549	21.76	58.97	18.19	0.96	10723	2541331	85483	3.36	2169	2.54	249525	60565	59114	24.27	26.62	5328	8.8	20948	323	3159	8849	6536	1762	270	49	15097	72.07	11127	73.7	9256	61.31	+	0.64426	0.81404	0.36897	0.5014	
20140214_KMJ_CCS_ERKi30min_V3_S01	ERK3	7	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		14989	82843	120028	19894	25760	74374	7315	5856	1075	384	6.09	29.44	4.17	0.52	1290	1615401	57342	3.55	11322	19.74	84940	26853	21191	31.61	40.88	9808	36.52	4840	114	2437	1853	332	81	14	9	4274	88.31	3743	87.58	1341	31.38	+	0.64802	0.77364	0.54862	0.68698	
20140214_KMJ_CCS_ERKi30min_V3_S02_12	ERK3	8	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12007	92006	124161	29920	29927	64314	12179	10413	1419	347	9.81	34.8	4.74	0.54	2254	1624944	69272	4.26	12278	17.72	115908	38581	32451	33.29	39.9	12707	32.94	8561	141	3985	3752	539	107	26	11	7346	85.81	6190	84.26	2527	34.4	+	0.61144	0.74364	0.46819	0.59883	
20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6	ERK3	9	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		11555	94388	120353	34951	33472	51930	21478	17264	3787	427	17.85	49.39	11.31	0.82	4079	1921071	74032	3.85	10990	14.84	154058	46484	43072	30.17	34.34	13685	29.44	11989	131	3637	6390	1577	188	48	18	9648	80.47	7745	80.28	4486	46.5	+	0.66419	0.82867	0.45383	0.59106	
20140214_KMJ_CCS_ERKi30min_V3_S07_8	ERK3	10	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		11773	93440	124719	24072	38085	62562	11935	9513	2279	143	9.57	39.52	5.98	0.23	2260	1765062	71604	4.06	10312	14.4	126831	40310	37635	31.78	36.57	13253	32.88	7805	53	1009	4232	2116	345	38	12	6469	82.88	5293	81.82	2490	38.49	+	0.68642	0.8395	0.43826	0.55196	
20140214_KMJ_CCS_ERKi30min_V3_S09_10_11	ERK3	11	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		11550	95113	140020	9946	40260	89814	4407	3106	1165	136	3.15	31.23	2.89	0.15	945	1896213	72211	3.81	8323	11.53	109381	32918	30479	30.09	35.27	10956	33.28	3470	23	328	1201	1325	447	116	30	2905	83.72	2326	80.07	941	32.39	+	0.70837	0.85957	0.41906	0.53098	
20140214_KMJ_CCS_ERKi30min_V3_S013_14	ERK3	12	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12080	92105	122293	35272	26629	60392	13955	12445	1375	135	11.41	35.28	5.16	0.22	3095	1525572	68446	4.49	9877	14.43	129360	42153	39767	32.59	37.61	12764	30.28	11468	78	3231	6376	1615	146	16	6	9479	82.66	7791	82.19	3488	36.8	+	0.68823	0.84323	0.4464	0.56175	
20140214_KMJ_CCS_ERKi30min_V3_S015	ERK3	13	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12507	90218	121826	29362	29236	63228	11087	9708	1128	251	9.1	33.06	3.86	0.4	2179	1575098	67733	4.3	11204	16.54	110922	37987	32653	34.25	41.97	11824	31.13	8703	110	4839	3174	450	94	25	11	7453	85.64	6327	84.89	2533	33.99	+	0.58958	0.72411	0.45211	0.58009	
20140320_CCS_EV_A375_RAFi_30min_v4_P01	RAF4	1	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		13715	107389	125099	52224	37455	35420	54214	36434	15431	2349	43.34	69.76	41.2	6.63	23579	2505814	102455	4.09	1783	1.74	332763	85171	82586	25.6	28.32	3863	4.54	35721	3120	14834	13577	3529	595	60	6	24095	67.45	17216	71.45	16714	69.37	+	0.48369	0.66312	0.31682	0.47119	
20140320_CCS_EV_A375_RAFi_30min_v4_P02	RAF4	2	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		21452	75057	97460	22765	29889	44806	4693	3624	992	77	4.82	15.92	3.32	0.17	1647	2175234	66843	3.07	2384	3.57	162002	47296	43355	29.19	37.26	4059	8.58	13796	2691	7831	2965	283	24	2	0	9971	72.27	7295	73.16	1555	15.6	+	0.70128	0.88454	0.55027	0.7612	
20140320_CCS_EV_A375_RAFi_30min_v4_P03	RAF4	3	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		26985	53285	73866	17760	14944	41162	2358	2108	241	9	3.19	11.87	1.61	0.02	1071	1966179	46808	2.38	1309	2.8	91367	28454	27088	31.14	43.68	3617	12.71	7177	99	2491	4098	483	5	1	0	6532	91.01	5645	86.42	1212	18.55	+	0.72753	0.87982	0.59843	0.74825	
20140320_CCS_EV_A375_RAFi_30min_v4_P04	RAF4	4	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		16417	97431	112450	51818	30594	30038	43689	30675	11136	1878	38.85	59.2	36.4	6.25	20114	2114176	90919	4.3	2702	2.97	267515	76643	74483	28.65	34.27	4611	6.02	34062	5405	22288	5911	441	14	3	0	23192	68.09	16919	72.95	13970	60.24	+	0.51696	0.70947	0.34425	0.50144	
20140320_CCS_EV_A375_RAFi_30min_v4_P05	RAF4	5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		15511	99602	117553	47909	33742	35902	37152	26570	9656	926	31.6	55.46	28.62	2.58	15090	2284289	92830	4.06	2557	2.75	271564	75006	72402	27.62	30.97	5370	7.16	28982	2686	10313	14760	1185	37	1	0	20673	71.33	15217	73.61	11563	55.93	+	0.59586	0.78167	0.39109	0.55222	
20140320_CCS_EV_A375_RAFi_30min_v4_P06	RAF4	6	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		16636	95596	123068	36342	31782	54944	20130	15648	4087	395	16.36	43.06	12.86	0.72	8037	2646097	86871	3.28	2387	2.75	255668	61622	59892	24.1	26.79	5426	8.81	21243	525	4217	8920	5875	1480	195	31	15517	73.05	11518	74.23	7163	46.16	+	0.74155	0.92262	0.42986	0.57265	
20140320_CCS_EV_A375_RAFi_30min_v4_S01	RAF4	7	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		14233	86116	126878	21091	24263	81524	10959	8683	1752	524	8.64	41.17	7.22	0.64	2503	1814328	71558	3.94	5073	7.09	109615	36493	31562	33.29	40.39	6717	18.41	7859	301	4353	2620	435	112	24	14	6954	88.48	5806	83.49	2875	41.34	+	0.56774	0.70761	0.45441	0.59648	
20140320_CCS_EV_A375_RAFi_30min_v4_S02_12	RAF4	8	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12879	90128	129842	23792	26622	79428	10403	8495	1523	385	8.01	35.71	5.72	0.48	2528	1827221	75720	4.14	4784	6.32	129125	41220	36697	31.92	37.75	7068	17.15	9255	316	4522	3771	532	88	20	6	7983	86.26	6583	82.46	2731	34.21	+	0.62043	0.77393	0.48445	0.6438	
20140320_CCS_EV_A375_RAFi_30min_v4_S03_4_5_6	RAF4	9	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		12452	91810	129283	25488	28849	74946	15672	12285	2846	541	12.12	48.2	9.87	0.72	4060	1980479	77157	3.9	3748	4.86	147580	45791	43299	31.03	35.44	6826	14.91	10755	211	3764	5390	1219	137	21	13	9027	83.93	7345	81.37	4259	47.18	+	0.6084	0.76213	0.42226	0.55685	
20140320_CCS_EV_A375_RAFi_30min_v4_S07_8	RAF4	10	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		13079	90471	133349	17871	29722	85756	9926	7740	1875	311	7.44	43.31	6.31	0.36	2557	2034019	74198	3.65	3379	4.55	126156	39121	37153	31.01	36.15	6738	17.22	7132	31	1176	3793	1825	274	27	6	6209	87.06	5111	82.32	2681	43.18	+	0.60554	0.75471	0.40427	0.52352	
20140320_CCS_EV_A375_RAFi_30min_v4_S09_10_11	RAF4	11	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		14508	87399	141185	6847	26766	107572	3766	2595	1048	123	2.67	37.9	3.92	0.11	1094	2308736	65209	2.82	2601	3.99	109125	27188	25820	24.91	30.03	4733	17.41	3001	20	326	1181	1053	321	72	28	2563	85.4	2028	79.13	959	37.42	+	0.66669	0.808	0.3892	0.49871	
20140320_CCS_EV_A375_RAFi_30min_v4_S013_14	RAF4	12	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		14168	86399	123470	25751	23577	74142	11790	10207	1353	230	9.55	39.64	5.74	0.31	3542	1769562	69353	3.92	3031	4.37	132667	41965	40265	31.63	37.69	5807	13.84	10737	148	3560	5736	1201	81	9	2	9152	85.24	7407	80.93	3921	42.84	+	0.65089	0.81111	0.42514	0.55222	
20140320_CCS_EV_A375_RAFi_30min_v4_S015	RAF4	13	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M);Phospho (STY)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		14412	85072	127443	19877	22824	84742	5973	5339	516	118	4.69	26.86	2.26	0.14	1784	1601573	68479	4.28	3726	5.44	101656	35415	31632	34.84	44.44	5316	15.01	7579	203	4511	2452	321	64	20	8	6792	89.62	5702	83.95	2125	31.29	+	0.55069	0.66034	0.41986	0.53637	
20140515_CCS_JL_ERKi_30min_V5_P1	ERK5	1	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		13460	108262	126091	52884	37549	35658	59485	38900	18089	2496	47.18	73.56	48.17	7	26747	2561130	103837	4.05	1245	1.2	365599	86826	83955	23.75	26.87	3242	3.73	39112	4067	15668	14710	3915	683	60	9	25652	65.59	17879	69.7	18782	73.22	+	0.46836	0.64346	0.31772	0.46966	
20140515_CCS_JL_ERKi_30min_V5_P2	ERK5	2	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		21346	74953	102303	18831	28772	54700	3082	2355	656	71	3.01	12.51	2.28	0.13	1239	2008010	64952	3.23	2751	4.24	161693	42031	36860	25.99	37.41	4746	11.29	11744	3791	6557	1296	87	11	2	0	7913	67.38	5977	75.53	1053	13.31	+	0.5612	0.68743	0.39876	0.52936	
20140515_CCS_JL_ERKi_30min_V5_P3	ERK5	3	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		23596	65282	88460	20069	22035	46356	4382	3595	757	30	4.95	17.91	3.44	0.06	1728	1775122	56854	3.2	2440	4.29	126765	35754	33316	28.2	37.12	5247	14.68	8523	558	3841	3980	141	3	0	0	7525	88.29	6324	84.04	1897	25.21	+	0.58284	0.71983	0.46449	0.59258	
20140515_CCS_JL_ERKi_30min_V5_P4	ERK5	4	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		16493	96446	117358	43843	31691	41824	43203	27956	12745	2502	36.81	63.76	40.22	5.98	20489	2110823	88812	4.21	2362	2.66	277441	69958	67077	25.22	33.3	4897	7	31133	7241	19083	4626	174	9	0	0	19852	63.77	14364	72.36	12985	65.41	+	0.51573	0.7029	0.33978	0.48304	
20140515_CCS_JL_ERKi_30min_V5_P5	ERK5	5	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		15046	100733	125956	42228	33282	50446	40656	26586	12261	1809	32.28	62.96	36.84	3.59	16038	2383376	91145	3.82	2704	2.97	284450	68761	65745	24.17	28.51	5759	8.38	26785	3120	9534	13125	980	25	1	0	18410	68.73	13405	72.81	11768	63.92	+	0.48494	0.65836	0.31674	0.45096	
20140515_CCS_JL_ERKi_30min_V5_P6	ERK5	6	Trypsin/P	Specific			False	Acetyl (Protein N-term);Oxidation (M)		False	3	2	3		Arg6;Lys4	Arg10;Lys8	Standard		18450	88142	121165	29333	25786	66046	22028	16698	4731	599	18.18	56.93	18.35	0.91	7979	3064322	74170	2.42	4325	5.83	272173	46224	44536	16.98	19.68	7061	15.28	16795	1068	4513	7105	3464	599	42	4	11388	67.81	8312	72.99	6925	60.81	+	0.51918	0.67362	0.29886	0.41224	
