ensp,gene
ENSP00000385888,KAT6A
ENSP00000385923,NUCB1
ENSP00000385925,RAD21L1
ENSP00000385952,PACSIN2
ENSP00000385971,ESRRA
ENSP00000386004,RMDN2
ENSP00000386026,TRIOBP
ENSP00000386128,MARK2
ENSP00000386245,PPIG
ENSP00000386284,ALAD
ENSP00000386337,ANKZF1
ENSP00000386358,CLK1
ENSP00000386397,DYNC1I2
ENSP00000386433,ZNF638
ENSP00000386458,PRPF40A
ENSP00000386474,BZW1
ENSP00000386488,ZC3H8
ENSP00000386519,PTMA
ENSP00000386537,GIGYF2
ENSP00000386538,TBC1D10B
ENSP00000386541,PSMD14
ENSP00000386557,FAM174C
ENSP00000386572,USP39
ENSP00000386636,SSB
ENSP00000386641,MFF
ENSP00000386643,PBRM1
ENSP00000386681,RPL31
ENSP00000386682,NAB1
ENSP00000386701,BUB1
ENSP00000386710,ATG9A
ENSP00000386759,SETD2
ENSP00000386763,MTA3
ENSP00000386835,EVA1A
ENSP00000386862,SH3BP4
ENSP00000386913,AFTPH
ENSP00000387059,JPT1
ENSP00000387100,TPRN
ENSP00000387144,GULP1
ENSP00000387170,GIGYF2
ENSP00000387203,TMEM237
ENSP00000387226,SPIRE1
ENSP00000387246,MAP3K2
ENSP00000387248,OSBPL6
ENSP00000387259,MAP3K20
ENSP00000387267,INO80B
ENSP00000387280,RBMS1
ENSP00000387305,NUP35
ENSP00000387319,ITPRID2
ENSP00000387335,ADCYAP1R1
ENSP00000387365,PWP1
ENSP00000387480,ADARB1
ENSP00000387583,SEC16A
ENSP00000387593,TANC2
ENSP00000387757,HIC2
ENSP00000387769,CRELD2
ENSP00000387858,STMN1
ENSP00000387997,PNISR
ENSP00000388015,JADE1
ENSP00000388058,ATM
ENSP00000388098,KCNQ5
ENSP00000388231,PAN2
ENSP00000388273,CAMKK2
ENSP00000388340,CLINT1
ENSP00000388387,NR2C2
ENSP00000388402,ZFP36L1
ENSP00000388475,U2AF2
ENSP00000388638,RBM17
ENSP00000388764,SATB2
ENSP00000389033,CAV1
ENSP00000389059,NCKIPSD
ENSP00000389103,RPL23A
ENSP00000389168,PPP1R12A
ENSP00000389383,STK11IP
ENSP00000389436,PHC2
ENSP00000389631,ARPC1B
ENSP00000389810,DSN1
ENSP00000389859,BRF1
ENSP00000390158,HERC1
ENSP00000390181,RIF1
ENSP00000390204,HEPACAM2
ENSP00000390491,PSMA3
ENSP00000390500,STK3
ENSP00000390505,ZGRF1
ENSP00000390681,PPHLN1
ENSP00000390783,SCFD1
ENSP00000390829,TRIM24
ENSP00000391126,PPP1R16A
ENSP00000391176,ZGPAT
ENSP00000391228,BET1
ENSP00000391466,MXRA7
ENSP00000391467,SPATS2L
ENSP00000392014,DONSON
ENSP00000392028,CHD7
ENSP00000392309,SUN1
ENSP00000392608,DYNC2I1
ENSP00000392767,S100A13
ENSP00000392808,RANBP10
ENSP00000392827,MAP3K19
ENSP00000392828,GPSM1
ENSP00000392837,SMARCA4
ENSP00000392947,PDE4B
ENSP00000392966,HMCES
ENSP00000393080,TOX4
ENSP00000393228,PSD3
ENSP00000393316,TMX1
ENSP00000393596,BIRC6
ENSP00000393621,CALD1
ENSP00000393675,MIGA1
ENSP00000393776,FCHO2
ENSP00000393803,BCL2L12
ENSP00000393978,PRKD2
ENSP00000394000,STARD3NL
ENSP00000394063,FAM234B
ENSP00000394226,ZNF513
ENSP00000394382,PDHA1
ENSP00000394413,PEX1
ENSP00000394466,TOM1
ENSP00000394487,FGD4
ENSP00000394510,PRR12
ENSP00000394617,PCYT1A
ENSP00000394663,ARID4B
ENSP00000394820,RECQL5
ENSP00000395083,ARFIP1
ENSP00000395144,SNRNP27
ENSP00000395249,RETREG2
ENSP00000395487,OTUD4
ENSP00000395538,TNRC18
ENSP00000395576,PML
ENSP00000395742,JAM3
ENSP00000395927,SF1
ENSP00000396242,SGK1
ENSP00000396432,TRAPPC14
ENSP00000396471,NFATC2
ENSP00000396497,FOSL2
ENSP00000396526,TRAFD1
ENSP00000396591,DSP
ENSP00000396618,MIGA2
ENSP00000396673,FTSJ3
ENSP00000396704,TOP2B
ENSP00000396830,DENND4A
ENSP00000396857,ZNF697
ENSP00000396876,DAXX
ENSP00000397068,ARHGEF7
ENSP00000397211,UNC5D
ENSP00000397249,BZW2
ENSP00000397412,DOCK4
ENSP00000397502,NRBF2
ENSP00000397552,ACTL6A
ENSP00000397580,EPB41L2
ENSP00000397740,ADGRL2
ENSP00000397797,HNRNPH1
ENSP00000397885,ITPR1
ENSP00000397906,CNKSR2
ENSP00000398157,TANK
ENSP00000398273,SOX5
ENSP00000398401,FAM133B
ENSP00000398560,SPATA13
ENSP00000398648,ANKS6
ENSP00000398778,RELL1
ENSP00000398787,PITPNM1
ENSP00000398837,KMT2B
ENSP00000398939,DLG1
ENSP00000398961,KAT7
ENSP00000399082,CDK18
ENSP00000399108,CNOT4
ENSP00000399148,LRP12
ENSP00000399166,HTRA2
ENSP00000399214,EPB41L1
ENSP00000399402,HMGCS1
ENSP00000399403,KLC2
ENSP00000399468,SPRY4
ENSP00000399481,POC5
ENSP00000399590,HPS5
ENSP00000399613,MON1A
ENSP00000399635,SIDT2
ENSP00000399717,SLC25A46
ENSP00000399725,ACHE
ENSP00000399888,HMGA1
ENSP00000399962,KCTD3
ENSP00000400010,PTPRJ
ENSP00000400085,RALGAPA2
ENSP00000400150,PLEKHM3
ENSP00000400238,PPP1R2
ENSP00000400276,TFEB
ENSP00000400281,NCOR2
ENSP00000400333,SNX27
ENSP00000400839,SLC35G2
ENSP00000400852,ZNF736
ENSP00000400884,VGF
ENSP00000400912,SRRT
ENSP00000400926,SEC31A
ENSP00000401022,BAIAP2
ENSP00000401053,UBE2E2
ENSP00000401119,USP36
ENSP00000401145,GAS2
ENSP00000401217,POU2F1
ENSP00000401264,CTPS2
ENSP00000401470,RANGAP1
ENSP00000401619,PDS5B
ENSP00000401620,NUCLEOLIN
ENSP00000401958,DOCK9
ENSP00000401980,MAVS
ENSP00000402033,PDZD2
ENSP00000402084,WEE1
ENSP00000402104,MARK3
ENSP00000402173,DEPDC5
ENSP00000402264,SRSF7
ENSP00000402367,GSE1
ENSP00000402377,SCAF4
ENSP00000402485,BRPF1
ENSP00000402510,MTRR
ENSP00000402537,MTMR10
ENSP00000402619,NCKAP5L
ENSP00000402640,DNAAF4
ENSP00000402972,FCHSD2
ENSP00000403145,SETMAR
ENSP00000403298,CDC42EP3
ENSP00000403411,FOXJ2
ENSP00000403447,NOTCH4
ENSP00000403524,BRAP
ENSP00000403552,GORASP1
ENSP00000403623,NELFE
ENSP00000403705,FAM53C
ENSP00000403783,EHBP1
ENSP00000403926,RFTN1
ENSP00000404047,ERBB2
ENSP00000404059,LYSMD1
ENSP00000404092,SMC6
ENSP00000404180,RAB34
ENSP00000404296,PLEKHA5
ENSP00000404394,HDAC7
ENSP00000404399,RGS7
ENSP00000404711,TMCC1
ENSP00000404854,NDRG1
ENSP00000404963,CENPA
ENSP00000404978,NEDD1
ENSP00000405068,NOP14
ENSP00000405088,ECE1
ENSP00000405160,DUT
ENSP00000405507,LYSMD3
ENSP00000405612,ARMC10
ENSP00000405668,R3HDM1
ENSP00000405674,NOL7
ENSP00000405736,PIKFYVE
ENSP00000405782,ANKRD54
ENSP00000406043,ROBO1
ENSP00000406140,SP3
ENSP00000406229,FAT1
ENSP00000406266,NIPBL
ENSP00000406448,IARS1
ENSP00000406553,FAM180A
ENSP00000406561,TRA2B
ENSP00000406705,HRH1
ENSP00000406783,IKZF2
ENSP00000406830,KMT5A
ENSP00000406888,TCOF1
ENSP00000406952,ELMO1
ENSP00000406963,CASKIN2
ENSP00000407080,TJAP1
ENSP00000407394,CPSF7
ENSP00000407487,UNC45A
ENSP00000407627,SPRED2
ENSP00000407720,CDK12
ENSP00000408035,PHTF2
ENSP00000408076,MIER3
ENSP00000408108,WDR26
ENSP00000408281,MLLT10
ENSP00000408292,TRIM32
ENSP00000408340,ERBB3
ENSP00000408368,PTPN13
ENSP00000408382,QKI
ENSP00000408521,ZNF280C
ENSP00000408695,PRKCA
ENSP00000408907,HSPA1A
ENSP00000408956,DHX16
ENSP00000408963,NAF1
ENSP00000409081,AP2M1
ENSP00000409382,CRACR2A
ENSP00000409463,ZNF740
ENSP00000409516,SNRK
ENSP00000409937,CATSPERT
ENSP00000410088,NCAPH2
ENSP00000410157,ABTB2
ENSP00000410176,EYA1
ENSP00000410256,NFKB2
ENSP00000410410,FLCN
ENSP00000410458,SGO1
ENSP00000410613,NEDD4
ENSP00000410652,UBE2E1
ENSP00000410710,PBX2
ENSP00000410848,RPSA
ENSP00000411010,DNTTIP2
ENSP00000411035,EHMT2
ENSP00000411061,WRAP53
ENSP00000411103,PRDM2
ENSP00000411152,ITPKB
ENSP00000411162,GNL1
ENSP00000411242,FNDC3B
ENSP00000411278,DLG1
ENSP00000411342,PPP1R9A
ENSP00000411352,ANXA2
ENSP00000411532,TOP2A
ENSP00000411534,SLTM
ENSP00000411701,DBNL
ENSP00000411802,PRR3
ENSP00000411851,BACC1
ENSP00000411894,RUBCN
ENSP00000411959,CHD3
ENSP00000412031,HLA-DRB4
ENSP00000412190,RING1
ENSP00000412310,SKIC2
ENSP00000412404,TREX1
ENSP00000412663,GSK3A
ENSP00000412682,USP8
ENSP00000412836,PLCL2
ENSP00000412861,IER3
ENSP00000412890,QRICH1
ENSP00000413035,RBFOX2
ENSP00000413098,SCAF8
ENSP00000413553,MAP9
ENSP00000413675,ATL1
ENSP00000413851,CABLES1
ENSP00000413934,CBY1
ENSP00000414109,HJURP
ENSP00000414373,ABCF1
ENSP00000414376,TMSB4X
ENSP00000414441,GOSR1
ENSP00000414607,PHF23
ENSP00000414951,TBC1D14
ENSP00000415000,ATAT1
ENSP00000415057,TLE3
ENSP00000415151,CBFB
ENSP00000415208,MPDZ
ENSP00000415229,SHROOM2
ENSP00000415303,CSNK2B
ENSP00000415363,PRRC2A
ENSP00000415430,GTSE1
ENSP00000415433,INTS12
ENSP00000415648,PIP5K1A
ENSP00000415663,FBXO42
ENSP00000415812,TRIM2
ENSP00000415876,ECT2
ENSP00000415895,SAFB
ENSP00000416015,MICAL3
ENSP00000416053,ARID4A
ENSP00000416060,PPP1R10
ENSP00000416134,ZBTB10
ENSP00000416227,MED19
ENSP00000416269,DDX39B
ENSP00000416311,COBLL1
ENSP00000416340,HNRNPA3
ENSP00000416360,ATXN1
ENSP00000416364,LRRFIP2
ENSP00000416374,TAOK3
ENSP00000416396,TAF6
ENSP00000416429,RPL32
ENSP00000416439,SLC39A7
ENSP00000416508,ATP13A3
ENSP00000416511,MDC1
ENSP00000416516,SRSF7
ENSP00000416540,BAG6
ENSP00000416569,BACH1
ENSP00000416573,CRTC3
ENSP00000416648,PPP1R18
ENSP00000416654,PTPN3
ENSP00000416692,RPL15
ENSP00000416739,RECQL
ENSP00000416842,BRPF3
ENSP00000416878,ING5
ENSP00000416918,FHIP1B
ENSP00000416951,ZC3H18
ENSP00000416959,TRA2B
ENSP00000417078,DHX36
ENSP00000417175,VAPB
ENSP00000417232,ZNF639
ENSP00000417273,NCK1
ENSP00000417384,TFDP2
ENSP00000417445,ERC2
ENSP00000417509,TASOR
ENSP00000417530,SSR3
ENSP00000417569,STIM2
ENSP00000417654,SLC35A5
ENSP00000417748,DDI2
ENSP00000417787,CENPO
ENSP00000417844,TLE4
ENSP00000417901,GPHN
ENSP00000417952,TFG
ENSP00000418031,KLC4
ENSP00000418070,NECTIN3
ENSP00000418156,TNIK
ENSP00000418185,CEP97
ENSP00000418194,PARP14
ENSP00000418232,NISCH
ENSP00000418319,PHLDB2
ENSP00000418337,MDFIC
ENSP00000418393,IPO5
ENSP00000418401,SRPRB
ENSP00000418403,CCDC14
ENSP00000418489,LIN9
ENSP00000418658,SLBP
ENSP00000418734,MYSM1
ENSP00000418920,CHMP2B
ENSP00000418974,KIDINS220
ENSP00000419004,NMD3
ENSP00000419041,RPL22L1
ENSP00000419250,PDZRN3
ENSP00000419417,C1orf52
ENSP00000419446,ADAM9
ENSP00000419465,WWTR1
ENSP00000419474,CCM2
ENSP00000419494,RYBP
ENSP00000419589,SZRD1
ENSP00000419673,CALD1
ENSP00000419754,SUPT20H
ENSP00000419765,BRD9
ENSP00000419791,SRPK2
ENSP00000419851,GMPS
ENSP00000419879,CDS2
ENSP00000419992,DBNL
ENSP00000420112,KRABD3
ENSP00000420213,FLNB
ENSP00000420263,APTX
ENSP00000420271,PHC3
ENSP00000420306,THOC5
ENSP00000420374,CGGBP1
ENSP00000420448,ZNF148
ENSP00000420466,MECOM
ENSP00000420550,PPP2R5D
ENSP00000420579,NECTIN3
ENSP00000420673,RPL29
ENSP00000420678,TBC1D15
ENSP00000420745,HLTF
ENSP00000420835,WWC2
ENSP00000420877,SCAND3
ENSP00000421045,LIN54
ENSP00000421096,PAICS
ENSP00000421252,KLF3
ENSP00000421358,SMG7
ENSP00000421681,NSD2
ENSP00000421691,FIP1L1
ENSP00000421749,FBXO4
ENSP00000421913,PRIMPOL
ENSP00000422037,NFXL1
ENSP00000422377,RAI14
ENSP00000422551,RBSN
ENSP00000422595,DLC1
ENSP00000422634,CAMK4
ENSP00000422753,DDX41
ENSP00000422762,IBTK
ENSP00000422784,ALB
ENSP00000422991,JADE2
ENSP00000423295,ARHGEF26
ENSP00000423312,CFAP97
ENSP00000423413,ABL2
ENSP00000423533,MATR3
ENSP00000423851,ARNT
ENSP00000423909,OCIAD1
ENSP00000423917,NPY5R
ENSP00000423972,NSD2
ENSP00000423974,MARK2
ENSP00000423983,RPL34
ENSP00000424063,CANX
ENSP00000424242,ENSA
ENSP00000424254,ZBTB38
ENSP00000424387,TARS1
ENSP00000424427,AFAP1L1
ENSP00000424472,RCHY1
ENSP00000424554,GAB1
ENSP00000424578,FAM169A
ENSP00000424765,AMOTL2
ENSP00000424790,NFKB1
ENSP00000424798,MTX3
ENSP00000424874,PGM3
ENSP00000424923,TLR10
ENSP00000424926,SMN1
ENSP00000424938,NEK1
ENSP00000425092,LUC7L3
ENSP00000425104,TP53
ENSP00000425130,UVSSA
ENSP00000425355,ANKRD50
ENSP00000425470,CDC25C
ENSP00000425492,BOD1L1
ENSP00000425532,CGN
ENSP00000425636,MEF2C
ENSP00000425715,CCDC149
ENSP00000425770,DCP2
ENSP00000425979,DROSHA
ENSP00000426154,MAPKBP1
ENSP00000426418,SH3RF1
ENSP00000426430,N4BP2
ENSP00000426539,TTC39B
ENSP00000426568,SMAD1
ENSP00000426648,STX18
ENSP00000426763,ABRAXAS1
ENSP00000426818,SH3BP2
ENSP00000426830,MLIP
ENSP00000426833,PACRGL
ENSP00000426997,ELF2
ENSP00000427089,APC
ENSP00000427100,SUB1
ENSP00000427108,CDKN2AIP
ENSP00000427260,FAM193A
ENSP00000427307,APBB2
ENSP00000427401,SREK1IP1
ENSP00000427480,UIMC1
ENSP00000427550,CEP192
ENSP00000427567,FHDC1
ENSP00000427618,TACC2
ENSP00000427620,NECAP2
ENSP00000427657,ZNF608
ENSP00000427695,TOB1
ENSP00000427768,ARHGEF10
ENSP00000427788,RPS20
ENSP00000427792,PLEKHF2
ENSP00000427797,ZC2HC1A
ENSP00000427854,TNIP1
ENSP00000427900,KIF13B
ENSP00000428027,ESCO2
ENSP00000428052,TRAM1
ENSP00000428085,RPL30
ENSP00000428086,EFR3A
ENSP00000428113,TLK1
ENSP00000428143,PWWP2A
ENSP00000428218,MPP2
ENSP00000428378,SYNPO
ENSP00000428426,TCEA1
ENSP00000428456,STAU2
ENSP00000428589,LARP1
ENSP00000428742,RUNX1T1
ENSP00000428754,GINS4
ENSP00000428755,NPM1
ENSP00000428770,TRIM35
ENSP00000428924,LYN
ENSP00000429048,CPEB4
ENSP00000429112,PIP4P2
ENSP00000429225,TTC1
ENSP00000429412,CSNK1G3
ENSP00000429482,SH2D4A
ENSP00000429640,ZNF395
ENSP00000429754,SLC20A2
ENSP00000429851,BNIP3L
ENSP00000429931,EIF3H
ENSP00000429955,CIBAR1
ENSP00000430038,SNX16
ENSP00000430092,CSPP1
ENSP00000430102,STMN2
ENSP00000430148,NCOA2
ENSP00000430235,MYC
ENSP00000430251,EXO1
ENSP00000430432,HDAC2
ENSP00000430448,FCHSD1
ENSP00000430475,SGK3
ENSP00000430548,PTDSS1
ENSP00000430621,MTFR1
ENSP00000430642,PTTG1
ENSP00000430684,IKBKB
ENSP00000430768,MCPH1
ENSP00000430875,CCNE2
ENSP00000431124,SNTB1
ENSP00000431150,RBM25
ENSP00000431179,MACF1
ENSP00000431237,C11orf58
ENSP00000431240,RPLP2
ENSP00000431364,RAP1GAP
ENSP00000431478,MUS81
ENSP00000431800,EIF3F
ENSP00000431870,PHRF1
ENSP00000431926,AMBRA1
ENSP00000432008,RIC8A
ENSP00000432100,PTDSS2
ENSP00000432134,SOX6
ENSP00000432149,KTN1
ENSP00000432175,SCYL1
ENSP00000432202,ZDHHC5
ENSP00000432428,DENND5A
ENSP00000432500,GPALPP1
ENSP00000432558,ZBTB44
ENSP00000432568,SPTBN2
ENSP00000432660,CFL1
ENSP00000432845,MEX3A
ENSP00000432862,ARHGAP32
ENSP00000432945,RPS6KA4
ENSP00000433067,TCP11L1
ENSP00000433146,USP47
ENSP00000433193,TAB3
ENSP00000433209,GSDMD
ENSP00000433219,EYA4
ENSP00000433270,CBFA2T2
ENSP00000433467,PLEKHA7
ENSP00000433481,KIAA1549L
ENSP00000433572,NFRKB
ENSP00000433600,C2CD2L
ENSP00000433664,EIF4G2
ENSP00000433681,NCAPD3
ENSP00000433760,BANF1
ENSP00000433808,KIF21B
ENSP00000433825,THRAP3
ENSP00000434024,H2AX
ENSP00000434162,VPS26B
ENSP00000434199,E2F8
ENSP00000434207,TRMT44
ENSP00000434245,SLCO4A1
ENSP00000434311,CLNS1A
ENSP00000434394,NCR3LG1
ENSP00000434435,FAM111A
ENSP00000434442,ARFGAP2
ENSP00000434540,PCF11
ENSP00000434704,CWF19L2
ENSP00000434743,TPD52L1
ENSP00000434872,EEF1D
ENSP00000434879,SLC36A4
ENSP00000434897,ASAP3
ENSP00000435122,SNX19
ENSP00000435125,MSANTD4
ENSP00000435289,PAFAH1B2
ENSP00000435444,RAB3IL1
ENSP00000435445,GLRX3
ENSP00000435689,EBAG9
ENSP00000435697,EEF1D
ENSP00000435909,MITF
ENSP00000435933,VAMP4
ENSP00000436039,UVRAG
ENSP00000436108,FOXK2
ENSP00000436269,SIPA1
ENSP00000436358,GPSM3
ENSP00000436500,GRAMD1B
ENSP00000436543,CTNND1
ENSP00000436641,EPB41L2
ENSP00000436644,EIF1AD
ENSP00000436720,MAF1
ENSP00000436750,TAF2
ENSP00000436792,CSRP1
ENSP00000436901,DPF2
ENSP00000436971,RPS3
ENSP00000437071,C1orf226
ENSP00000437073,MYO18A
ENSP00000437125,HSPA8
ENSP00000437180,UBTF
ENSP00000437271,CNOT12
ENSP00000437338,RCAN3
ENSP00000437808,DAAM2
ENSP00000438010,CAPRIN2
ENSP00000438061,HNRNPF
ENSP00000438075,KIF21A
ENSP00000438349,TRMT112
ENSP00000438465,PGAM5
ENSP00000438702,CLASRP
ENSP00000438748,SMG8
ENSP00000438778,PDIA6
ENSP00000438926,ZFHX3
ENSP00000439208,SNX17
ENSP00000439243,MAP1S
ENSP00000439420,PFKFB2
ENSP00000439633,SPECC1L
ENSP00000439689,TRERF1
ENSP00000439856,CHERP
ENSP00000439902,BRCA2
ENSP00000439918,RBM7
ENSP00000439919,DAB2
ENSP00000440064,IFT43
ENSP00000440100,MED24
ENSP00000440542,CHD4
ENSP00000440709,NOL8
ENSP00000440826,EVI5
ENSP00000440945,PACSIN3
ENSP00000440996,CEP57
ENSP00000441065,SLC16A1
ENSP00000441087,CD276
ENSP00000441110,SUPT7L
ENSP00000441168,FAM76B
ENSP00000441349,ZNF668
ENSP00000441369,PRKAB1
ENSP00000441570,TIAM1
ENSP00000441625,CLASP1
ENSP00000441752,PRKCQ
ENSP00000441972,WNK1
ENSP00000442306,RPS6KC1
ENSP00000442318,CAND1
ENSP00000442388,EPS8
ENSP00000442479,RPTOR
ENSP00000442539,STK24
ENSP00000442558,EYA3
ENSP00000442699,HTATSF1
ENSP00000442723,CCDC82
ENSP00000442733,RTN3
ENSP00000442788,TET2
ENSP00000442924,SETD1B
ENSP00000442926,CDK17
ENSP00000442973,DAPK3
ENSP00000443023,BORCS5
ENSP00000443092,VDAC2
ENSP00000443096,RASSF8
ENSP00000443104,VPS50
ENSP00000443172,EIF2B1
ENSP00000443183,TRAF1
ENSP00000443287,HELB
ENSP00000443431,LCOR
ENSP00000443611,TRPV4
ENSP00000443631,PLCB3
ENSP00000443671,XRCC1
ENSP00000443792,ZEB2
ENSP00000443846,ETV4
ENSP00000443909,BTN2A1
ENSP00000443977,ANKRD13D
ENSP00000443988,SUDS3
ENSP00000443990,TMEM109
ENSP00000444006,CRACD
ENSP00000444437,NOP2
ENSP00000444487,PRKAR1B
ENSP00000444527,SLCO1C1
ENSP00000444596,MYCBP2
ENSP00000444621,NEK7
ENSP00000444660,YTHDF2
ENSP00000444675,CTNNA2
ENSP00000444678,LATS1
ENSP00000444742,ZCCHC17
ENSP00000444810,FKBP5
ENSP00000444824,BLTP3B
ENSP00000444891,ZEB1
ENSP00000445256,SPINDOC
ENSP00000445306,ATP1A1
ENSP00000445531,CLIP1
ENSP00000445572,CDKN3
ENSP00000445824,WIZ
ENSP00000446007,VIM
ENSP00000446011,GRIP1
ENSP00000446099,RBMXL1
ENSP00000446145,BNIP3
ENSP00000446172,TCF7L2
ENSP00000446215,RAN
ENSP00000446317,MLF2
ENSP00000446335,ZNF362
ENSP00000446453,RPAIN
ENSP00000446474,SMAD5
ENSP00000446512,ATXN2
ENSP00000446637,TUBA1A
ENSP00000447001,RPL18
ENSP00000447057,NOPCHAP1
ENSP00000447426,RBMS2
ENSP00000447479,FMNL3
ENSP00000447514,MCRS1
ENSP00000447670,PCBP2
ENSP00000447705,NACA
ENSP00000447793,NAP1L1
ENSP00000447824,DCTN2
ENSP00000447942,PFDN5
ENSP00000448056,MCRS1
ENSP00000448218,RAB3IP
ENSP00000448245,E2F7
ENSP00000448304,CACNB3
ENSP00000448640,ATXN2
ENSP00000448746,BACC1
ENSP00000449207,CBX5
ENSP00000449328,RPLP0
ENSP00000449374,RACGAP1
ENSP00000449426,PFKM
ENSP00000449430,ELK3
ENSP00000449659,CNOT2
ENSP00000449744,SLC38A1
ENSP00000449812,SCAF11
ENSP00000449888,TMCC3
ENSP00000449994,PHETA1
ENSP00000450048,FRS2
ENSP00000450145,SLC6A15
ENSP00000450548,HNRNPC
ENSP00000450603,ZFYVE26
ENSP00000450627,TMPO
ENSP00000450632,FANCM
ENSP00000450697,HECTD1
ENSP00000450733,NFATC4
ENSP00000450762,PRRX1
ENSP00000450808,SAMD4A
ENSP00000450883,PPP4R3A
ENSP00000450908,EAPP
ENSP00000450941,SAMD15
ENSP00000451106,KHNYN
ENSP00000451135,FOXN3
ENSP00000451249,CEP170B
ENSP00000451261,UBE2J1
ENSP00000451460,WARS1
ENSP00000451492,SAV1
ENSP00000451513,NUMB
ENSP00000451530,ZC3H14
ENSP00000451601,CHD8
ENSP00000451828,AKT1
ENSP00000451921,MAP3K9
ENSP00000452123,SRSF5
ENSP00000452145,DDX24
ENSP00000452183,TDP1
ENSP00000452191,VIPAS39
ENSP00000452222,ARHGAP5
ENSP00000452223,FAM177A1
ENSP00000452276,HNRNPC
ENSP00000452396,PPP2R5E
ENSP00000452414,PTPN21
ENSP00000452513,LIN52
ENSP00000452705,SLC12A6
ENSP00000452722,APBA2
ENSP00000452796,PEAK1
ENSP00000452837,CTDSPL2
ENSP00000452877,ZNF592
ENSP00000452968,FRMD5
ENSP00000452984,FMN1
ENSP00000453277,TRPM7
ENSP00000453306,TICRR
ENSP00000453319,RPL28
ENSP00000453386,KIF23
ENSP00000453399,TMEM185B
ENSP00000453441,MEF2A
ENSP00000453537,GMPR2
ENSP00000453599,SPG11
ENSP00000453671,TECPR2
ENSP00000453677,INO80
ENSP00000453737,TCF12
ENSP00000453743,EIF5
ENSP00000453785,SNX1
ENSP00000453792,ARNT2
ENSP00000453808,PDE8A
ENSP00000453815,CERS4
ENSP00000453838,ANP32A
ENSP00000453940,CCDC175
ENSP00000453994,MEPE
ENSP00000454006,ZHX3
ENSP00000454021,TGIF2-RAB5IF
ENSP00000454050,TYRO3
ENSP00000454092,GLCE
ENSP00000454150,BAHD1
ENSP00000454152,ZFAND6
ENSP00000454158,BLM
ENSP00000454238,RRN3
ENSP00000454277,FAM219B
ENSP00000454446,MYO9A
ENSP00000454456,CCPG1
ENSP00000454485,WWOX
ENSP00000454545,RBM15B
ENSP00000454567,JPT2
ENSP00000454589,MAN2C1
ENSP00000454690,NHERF2
ENSP00000454957,KIF22
ENSP00000455009,RPL13
ENSP00000455061,ZNF423
ENSP00000455106,BOP1
ENSP00000455417,GTF3C1
ENSP00000455580,EDC3
ENSP00000455585,ZNF853
ENSP00000455625,ARPP19
ENSP00000455855,CARHSP1
ENSP00000455874,AKTIP
ENSP00000455911,ZFP91-CNTF
ENSP00000456013,CLN3
ENSP00000456141,MGA
ENSP00000456168,ZNRF1
ENSP00000456223,ZFYVE19
ENSP00000456259,SMG1
ENSP00000456301,NTHL1
ENSP00000456480,SNX29
ENSP00000456486,PML
ENSP00000456626,MPHOSPH6
ENSP00000456727,BNC1
ENSP00000456729,PHKB
ENSP00000456933,KAT8
ENSP00000456935,CD2BP2
ENSP00000456970,PKM
ENSP00000457055,CDK10
ENSP00000457168,SZT2
ENSP00000457226,BCKDK
ENSP00000457302,USB1
ENSP00000457465,ARL2BP
ENSP00000457466,CHD9
ENSP00000457489,TTBK2
ENSP00000457522,STX16-NPEPL1
ENSP00000457570,KLHDC4
ENSP00000457708,UBL7
ENSP00000457765,TCF4
ENSP00000457771,UBE3A
ENSP00000457777,PYGO1
ENSP00000457835,ZSCAN29
ENSP00000457963,EIF3C
ENSP00000457987,RNPS1
ENSP00000458007,HSBP1
ENSP00000458221,NSF
ENSP00000458262,PAXBP1
ENSP00000458280,GATAD2B
ENSP00000458788,CLK2
ENSP00000458834,TNK1
ENSP00000458879,ZSCAN10
ENSP00000458884,CCDC137
ENSP00000458954,NUP88
ENSP00000458986,CLUH
ENSP00000459123,PKMYT1
ENSP00000459205,MRTFB
ENSP00000459235,PIMREG
ENSP00000459615,SRGAP2
ENSP00000459719,CIC
ENSP00000459769,MCRIP1
ENSP00000459968,AKAP1
ENSP00000460049,RFWD3
ENSP00000460221,INTS3
ENSP00000460587,TCF20
ENSP00000460871,RSL1D1
ENSP00000460889,IFT38
ENSP00000460896,LSM14A
ENSP00000460960,ENTREP3
ENSP00000461225,LSM14A
ENSP00000461521,SCAMP3
ENSP00000461615,ABCC1
ENSP00000461621,USP31
ENSP00000461625,PELP1
ENSP00000462289,CDK11A
ENSP00000462425,SRSF2
ENSP00000462499,RFFL
ENSP00000462682,EVI2B
ENSP00000462717,CUEDC1
ENSP00000462729,OTUD7B
ENSP00000462826,WIPF2
ENSP00000463001,TEX2
ENSP00000463042,SRSF1
ENSP00000463058,RBM8A
ENSP00000463064,SOCS6
ENSP00000463393,SEC22B
ENSP00000463527,GAS7
ENSP00000463614,MYL12A
ENSP00000463784,RPL26
ENSP00000463805,LIMD2
ENSP00000463914,CEP112
ENSP00000463936,SUZ12
ENSP00000463959,TANC2
ENSP00000463982,YTHDC1
ENSP00000464006,PITPNC1
ENSP00000464016,CDK11B
ENSP00000464050,DDX42
ENSP00000464052,TVP23C
ENSP00000464205,ARHGDIA
ENSP00000464275,C17orf75
ENSP00000464641,CDK12
ENSP00000464918,TXNL1
ENSP00000464927,HEATR6
